video,frame,timestamp,x_cm,y_cm,robot_yaw,interpolated
Camo 录像 2026-01-27 01-08-33,118,3.933333333333333,63.795815,115.50909,53.31999999999999,0.0
Camo 录像 2026-01-27 01-08-33,119,3.966666666666667,63.187904,116.01276,52.18000000000001,0.0
Camo 录像 2026-01-27 01-10-21,0,0.0,61.0,61.0,90.0,0.0
Camo 录像 2026-01-27 01-10-21,1,0.03333333333333333,60.98489,60.996647,89.99000000000001,0.0
Camo 录像 2026-01-27 01-10-21,2,0.06666666666666667,60.943237,60.99024,89.38999999999999,0.0
Camo 录像 2026-01-27 01-10-21,3,0.1,60.835262,60.986122,88.63999999999999,0.0
Camo 录像 2026-01-27 01-10-21,4,0.13333333333333333,60.70607,60.983433,87.86000000000001,0.0
Camo 录像 2026-01-27 01-10-21,5,0.16666666666666666,60.530846,60.968517,86.93,0.0
Camo 录像 2026-01-27 01-10-21,6,0.2,60.305443,60.944324,86.04000000000002,0.0
Camo 录像 2026-01-27 01-10-21,7,0.23333333333333334,60.021416,60.913235,84.94999999999999,0.0
Camo 录像 2026-01-27 01-10-21,8,0.26666666666666666,59.70337,60.803097,84.19999999999999,0.0
Camo 录像 2026-01-27 01-10-21,9,0.3,59.391254,60.728558,83.57,0.0
Camo 录像 2026-01-27 01-10-21,10,0.3333333333333333,59.074314,60.61061,83.00999999999999,0.0
Camo 录像 2026-01-27 01-10-21,11,0.36666666666666664,58.760643,60.469112,83.0,0.0
Camo 录像 2026-01-27 01-10-21,12,0.4,58.491177,60.337353,83.72000000000003,0.0
Camo 录像 2026-01-27 01-10-21,13,0.43333333333333335,58.270645,60.201267,84.67000000000002,0.0
Camo 录像 2026-01-27 01-10-21,14,0.4666666666666667,58.0681,60.041374,85.65999999999997,0.0
Camo 录像 2026-01-27 01-10-21,15,0.5,57.99779,59.970917,87.94999999999999,0.0
Camo 录像 2026-01-27 01-10-21,16,0.5333333333333333,57.946945,59.829502,91.15999999999997,0.0
Camo 录像 2026-01-27 01-10-21,17,0.5666666666666667,58.051884,59.808144,94.80000000000001,0.0
Camo 录像 2026-01-27 01-10-21,18,0.6,58.1517,59.84039,98.24000000000001,0.0
Camo 录像 2026-01-27 01-10-21,19,0.6333333333333333,58.36326,60.077408,101.63999999999999,0.0
Camo 录像 2026-01-27 01-10-21,20,0.6666666666666666,58.719017,60.360638,107.26999999999998,0.0
Camo 录像 2026-01-27 01-10-21,21,0.7,59.177383,60.764744,112.52999999999997,0.0
Camo 录像 2026-01-27 01-10-21,22,0.7333333333333333,59.73821,61.198895,117.90999999999997,0.0
Camo 录像 2026-01-27 01-10-21,23,0.7666666666666667,60.339466,61.629284,123.65999999999997,0.0
Camo 录像 2026-01-27 01-10-21,24,0.8,60.96917,62.063095,128.02999999999997,0.0
Camo 录像 2026-01-27 01-10-21,25,0.8333333333333334,61.628506,62.478813,132.33000000000004,0.0
Camo 录像 2026-01-27 01-10-21,26,0.8666666666666667,62.289085,62.842655,135.97000000000003,0.0
Camo 录像 2026-01-27 01-10-21,27,0.9,62.95008,63.244034,138.12,0.0
Camo 录像 2026-01-27 01-10-21,28,0.9333333333333333,63.662983,63.608692,141.01,0.0
Camo 录像 2026-01-27 01-10-21,29,0.9666666666666667,64.34395,63.968716,142.39999999999998,0.0
Camo 录像 2026-01-27 01-10-21,30,1.0,65.001526,64.32295,143.02999999999997,0.0
Camo 录像 2026-01-27 01-10-21,31,1.0333333333333334,65.56374,64.68085,143.23000000000002,0.0
Camo 录像 2026-01-27 01-10-21,32,1.0666666666666667,66.12039,64.98615,143.18,0.0
Camo 录像 2026-01-27 01-10-21,33,1.1,66.631874,65.33336,142.38,0.0
Camo 录像 2026-01-27 01-10-21,34,1.1333333333333333,67.07442,65.688,141.28999999999996,0.0
Camo 录像 2026-01-27 01-10-21,35,1.1666666666666667,67.569954,66.071884,139.51,0.0
Camo 录像 2026-01-27 01-10-21,36,1.2,67.96768,66.49538,137.43,0.0
Camo 录像 2026-01-27 01-10-21,37,1.2333333333333334,68.36803,66.97945,134.8,0.0
Camo 录像 2026-01-27 01-10-21,38,1.2666666666666666,68.64206,67.47983,131.34000000000003,0.0
Camo 录像 2026-01-27 01-10-21,39,1.3,68.976685,68.028534,128.59000000000003,0.0
Camo 录像 2026-01-27 01-10-21,40,1.3333333333333333,69.24087,68.59024,124.34000000000003,0.0
Camo 录像 2026-01-27 01-10-21,41,1.3666666666666667,69.419174,69.17479,120.75,0.0
Camo 录像 2026-01-27 01-10-21,42,1.4,69.53803,69.818665,116.62,0.0
Camo 录像 2026-01-27 01-10-21,43,1.4333333333333333,69.58392,70.54204,112.05000000000001,0.0
Camo 录像 2026-01-27 01-10-21,44,1.4666666666666666,69.552505,71.311966,107.15199999999999,1.0
Camo 录像 2026-01-27 01-10-21,45,1.5,69.459206,72.11125,102.00799999999998,1.0
Camo 录像 2026-01-27 01-10-21,46,1.5333333333333334,69.31942,72.92273,96.69999999999999,0.0
Camo 录像 2026-01-27 01-10-21,47,1.5666666666666667,69.14859,73.7292,91.31,0.0
Camo 录像 2026-01-27 01-10-21,48,1.6,68.92331,74.5824,87.26999999999998,0.0
Camo 录像 2026-01-27 01-10-21,49,1.6333333333333333,68.67246,75.35582,82.11000000000001,0.0
Camo 录像 2026-01-27 01-10-21,50,1.6666666666666667,68.359665,76.111694,77.5,0.0
Camo 录像 2026-01-27 01-10-21,51,1.7,67.98204,76.754395,73.24000000000001,0.0
Camo 录像 2026-01-27 01-10-21,52,1.7333333333333334,67.61757,77.446915,68.88999999999999,0.0
Camo 录像 2026-01-27 01-10-21,53,1.7666666666666666,67.16698,78.051605,65.21000000000001,0.0
Camo 录像 2026-01-27 01-10-21,54,1.8,66.707664,78.66325,62.16,0.0
Camo 录像 2026-01-27 01-10-21,55,1.8333333333333333,66.212616,79.22197,58.97,0.0
Camo 录像 2026-01-27 01-10-21,56,1.8666666666666667,65.69408,79.79118,56.25,0.0
Camo 录像 2026-01-27 01-10-21,57,1.9,65.08567,80.1606,54.55000000000001,0.0
Camo 录像 2026-01-27 01-10-21,58,1.9333333333333333,64.494514,80.61453,51.870000000000005,0.0
Camo 录像 2026-01-27 01-10-21,59,1.9666666666666666,63.916824,81.13254,51.48000000000002,0.0
Camo 录像 2026-01-27 01-10-21,60,2.0,63.32594,81.61972,50.21000000000001,0.0
Camo 录像 2026-01-27 01-10-21,61,2.033333333333333,62.746037,82.127594,49.81999999999999,0.0
Camo 录像 2026-01-27 01-10-21,62,2.066666666666667,62.16825,82.59657,50.129999999999995,0.0
Camo 录像 2026-01-27 01-10-21,63,2.1,61.633324,83.06871,50.610000000000014,0.0
Camo 录像 2026-01-27 01-10-21,64,2.1333333333333333,61.140606,83.38759,50.77000000000001,0.0
Camo 录像 2026-01-27 01-10-21,65,2.1666666666666665,60.691765,83.98627,53.47,0.0
Camo 录像 2026-01-27 01-10-21,66,2.2,60.32045,84.423004,55.41,0.0
Camo 录像 2026-01-27 01-10-21,67,2.2333333333333334,60.06095,85.00598,57.5,0.0
Camo 录像 2026-01-27 01-10-21,68,2.2666666666666666,59.83224,85.54927,60.81999999999999,0.0
Camo 录像 2026-01-27 01-10-21,69,2.3,59.65594,85.98421,64.75999999999999,0.0
Camo 录像 2026-01-27 01-10-21,70,2.3333333333333335,59.544235,86.5679,68.13999999999999,0.0
Camo 录像 2026-01-27 01-10-21,71,2.3666666666666667,59.46582,87.13733,71.9,0.0
Camo 录像 2026-01-27 01-10-21,72,2.4,59.42799,87.711075,74.98000000000002,0.0
Camo 录像 2026-01-27 01-10-21,73,2.433333333333333,59.43948,88.14928,79.38,0.0
Camo 录像 2026-01-27 01-10-21,74,2.466666666666667,59.510574,88.94435,83.79000000000002,0.0
Camo 录像 2026-01-27 01-10-21,75,2.5,59.61152,89.762054,88.61000000000001,0.0
Camo 录像 2026-01-27 01-10-21,76,2.533333333333333,59.742645,90.62863,93.46000000000004,0.0
Camo 录像 2026-01-27 01-10-21,77,2.566666666666667,59.958492,91.31473,99.49000000000001,0.0
Camo 录像 2026-01-27 01-10-21,78,2.6,60.221245,92.15022,103.65999999999997,0.0
Camo 录像 2026-01-27 01-10-21,79,2.6333333333333333,60.504795,92.64685,107.19,0.0
Camo 录像 2026-01-27 01-10-21,80,2.6666666666666665,60.85951,93.59631,112.71000000000004,0.0
Camo 录像 2026-01-27 01-10-21,81,2.7,61.253265,94.19408,116.75999999999999,0.0
Camo 录像 2026-01-27 01-10-21,82,2.7333333333333334,61.69196,94.52478,120.97000000000003,0.0
Camo 录像 2026-01-27 01-10-21,83,2.7666666666666666,62.181046,95.45216,124.32999999999998,0.0
Camo 录像 2026-01-27 01-10-21,84,2.8,62.69719,95.839874,127.57,0.0
Camo 录像 2026-01-27 01-10-21,85,2.8333333333333335,63.236473,96.28836,131.58000000000004,0.0
Camo 录像 2026-01-27 01-10-21,86,2.8666666666666667,63.80993,96.97676,133.91999999999996,0.0
Camo 录像 2026-01-27 01-10-21,87,2.9,64.38954,97.29314,136.51999999999998,0.0
Camo 录像 2026-01-27 01-10-21,88,2.933333333333333,64.972275,97.834915,136.96000000000004,0.0
Camo 录像 2026-01-27 01-10-21,89,2.966666666666667,65.54135,98.35942,138.76,0.0
Camo 录像 2026-01-27 01-10-21,90,3.0,66.055115,98.48604,137.85000000000002,0.0
Camo 录像 2026-01-27 01-10-21,91,3.033333333333333,66.56176,98.796906,140.09000000000003,0.0
Camo 录像 2026-01-27 01-10-21,92,3.066666666666667,67.19241,99.77365,137.76999999999998,0.0
Camo 录像 2026-01-27 01-10-21,93,3.1,67.67848,100.16504,137.25,0.0
Camo 录像 2026-01-27 01-10-21,94,3.1333333333333333,68.18756,100.65439,137.08000000000004,0.0
Camo 录像 2026-01-27 01-10-21,95,3.1666666666666665,68.68331,101.24388,135.19,0.0
